email,email2,email3,email4,email5,company_name,company_address,industry,category,employee_count,website,record_source_detail_1,description
askmail@ecount.com,,,,,이카운트(주),서울특별시 강동구 고덕비즈밸리로6길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,326.0,https://www.ecount.com,건대점,Tech/Startup/SaaS
,,,,,주식회사 블루어드,서울특별시 송파구 법원로9길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,315.0,https://career.axzcorp.com,건대점,Tech/Startup/SaaS
sales.kr@rsupport.com,,,,,알서포트 주식회사,서울특별시 강동구 고덕비즈밸리로2가길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,304.0,https://www.rsupport.com,건대점,Tech/Startup/SaaS
info@plateer.com,marketing@plateer.com,x2bee_sales@plateer.com,askme@plateer.com,groobee_sales@plateer.com,(주)플래티어,서울특별시 송파구 법원로9길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,300.0,https://www.plateer.com,건대점,Tech/Startup/SaaS
,,,,,(주)신도리코,서울특별시 성동구 성수이로24길,사무용 기계 및 장비 제조업,Manufacturing/Industrial Ops,294.0,https://www.sindoh.com,건대점,Manufacturing/Industrial Ops
e-mail.sales@eco.co.kr,,,,,(주)이씨오,서울특별시 성동구 광나루로6길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,285.0,http://www.eco.co.kr,건대점,Tech/Startup/SaaS
info@kidaristudio.com,,,,,(주)키다리스튜디오,서울특별시 성동구 연무장11길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,280.0,https://www.kidaristudio.com,건대점,Tech/Startup/SaaS
master@ubcare.co.kr,,,,,주식회사 유비케어,서울특별시 성동구 왕십리로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,272.0,https://www.ubcare.co.kr,건대점,Tech/Startup/SaaS
info@gitauto.com,,,,,(주)지아이티,서울특별시 송파구 마천로,유선 통신장비 제조업,Manufacturing/Industrial Ops,269.0,https://www.gitauto.com,건대점,Manufacturing/Industrial Ops
,,,,,쿠팡페이 주식회사,서울특별시 송파구 송파대로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,261.0,https://recipe.yorida.com,건대점,Tech/Startup/SaaS
,,,,,오픈핸즈주식회사,서울특별시 송파구 올림픽로35길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,256.0,https://jcenter.kangnam.ac.kr,건대점,Tech/Startup/SaaS
,,,,,크리스피드(주),서울특별시 송파구 법원로11길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,254.0,https://www.theteams.kr,건대점,Tech/Startup/SaaS
,,,,,(주)와이즈스톤티,서울특별시 송파구 오금로13길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,243.0,https://thewiki.kr,건대점,Tech/Startup/SaaS
contact@hanpass.com,,,,,한패스 주식회사,서울특별시 성동구 아차산로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,243.0,https://www.hanpass.com,건대점,Tech/Startup/SaaS
info@refine.co.kr,,,,,리파인 주식회사,서울특별시 송파구 송파대로49길,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,238.0,https://www.refine.co.kr,건대점,Tech/Startup/SaaS
ifamily@ifamilysc.co.kr,,,,,(주)아이패밀리에스씨,서울특별시 송파구 동남로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,237.0,https://www.ifamily.co.kr,건대점,Tech/Startup/SaaS
,,,,,주식회사 페코텍,서울특별시 성동구 동일로,기타 반도체 소자 제조업,Manufacturing/Industrial Ops,202.0,https://2102change.rank365.co.kr,건대점,Manufacturing/Industrial Ops
info@diningcode.com,,,,,（주）타임게이트,서울특별시 성동구 아차산로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,187.0,https://www.diningcode.com,건대점,Tech/Startup/SaaS
,,,,,주식회사원티드랩,서울특별시 송파구 올림픽로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,185.0,https://www.startupn.kr,건대점,Tech/Startup/SaaS
help@inven.co.kr,,,,,슈퍼센트 주식회사,서울특별시 송파구 올림픽로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,184.0,https://www.inven.co.kr,건대점,Tech/Startup/SaaS
info@smartscore.kr,,,,,주식회사 스마트스코어,서울특별시 송파구 정의로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,181.0,https://www.smartscore.kr,건대점,Tech/Startup/SaaS
,,,,,(주)경포씨엔씨,서울특별시 성동구 성수일로12길,컴퓨터 제조업,Manufacturing/Industrial Ops,177.0,https://www.114.co.kr,건대점,Manufacturing/Industrial Ops
info@saltlux.com,,,,,주식회사솔트룩스,서울특별시 송파구 올림픽로35길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,174.0,https://www.saltlux.com,건대점,Tech/Startup/SaaS
edu@sta.co.kr,sales@sta.co.kr,sta@sta.co.kr,,,주식회사 에스티에이테스팅컨설팅,서울특별시 광진구 자양강변길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,167.0,https://www.sta.co.kr,건대점,Tech/Startup/SaaS
info@modim.co.kr,,,,,주식회사 모디엠,서울특별시 성동구 성수일로4길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,163.0,http://www.modim.co.kr,건대점,Tech/Startup/SaaS
khlim@tmscorp.co.kr,kskim@ekasc.co.kr,,,,(주)태성에스엔이,서울특별시 성동구 성수이로7길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,160.0,https://www.tsne.co.kr,건대점,Tech/Startup/SaaS
cs@mantech.co.kr,info@mantech.co.kr,,,,주식회사 맨텍솔루션,서울특별시 성동구 성수일로4길,시스템 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,154.0,https://www.mantech.co.kr,건대점,Tech/Startup/SaaS
,,,,,(주)유니온바이오메트릭스,서울특별시 송파구 법원로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,154.0,https://weseb.com,건대점,Tech/Startup/SaaS
,,,,,기산전자(주),서울특별시 성동구 성수이로20길,유선 통신장비 제조업,Manufacturing/Industrial Ops,151.0,https://www.crossdesign.co.kr,건대점,Manufacturing/Industrial Ops
info@daesangit.com,,,,,대상정보기술(주),서울특별시 광진구 천호대로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,151.0,https://www.daesangit.com,건대점,Tech/Startup/SaaS
,,,,,주식회사플그림,서울특별시 성동구 연무장5가길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,150.0,https://2102change.rank365.co.kr,건대점,Tech/Startup/SaaS
info@coopnc.com,,,,,(주)쿠프마케팅,서울특별시 성동구 성수이로10길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,146.0,https://www.coopnc.com,건대점,Tech/Startup/SaaS
,,,,,(주)대유넥스티어,서울특별시 성동구 상원12길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,146.0,https://www.life114.co.kr,건대점,Tech/Startup/SaaS
smjin@keona.co.kr,sylee@keona.co.kr,bdkim@keona.co.kr,mskim@keona.co.kr,jsshin@keona.co.kr,건아정보기술주식회사,서울특별시 송파구 올림픽로,기타 반도체 소자 제조업,Manufacturing/Industrial Ops,144.0,https://www.keona.co.kr,건대점,Manufacturing/Industrial Ops
salesdept@koino.co.kr,,,,,건흥전기(주),서울특별시 동대문구 한천로,배전반 및 전기 자동제어반 제조업,Manufacturing/Industrial Ops,143.0,http://www.koino.com,건대점,Manufacturing/Industrial Ops
abilitysystems@goability.co.kr,,,,,(주)어빌리티시스템즈,서울특별시 송파구 송파대로,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,142.0,http://www.abilsys.com,건대점,Tech/Startup/SaaS
,,,,,닥터블릿헬스케어 주식회사,서울특별시 성동구 뚝섬로1길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,137.0,https://www.biztop.co.kr,건대점,Tech/Startup/SaaS
info@astems.co.kr,,,,,(주)아스템즈,서울특별시 광진구 광나루로56길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,134.0,https://www.astems.co.kr,건대점,Tech/Startup/SaaS
,,,,,주식회사블루엘리펀트,서울특별시 성동구 아차산로5길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,134.0,https://www.kmib.co.kr,건대점,Tech/Startup/SaaS
,,,,,주식회사 인포젠,서울특별시 강동구 고덕비즈밸리로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,133.0,https://5105egg15.rank365.co.kr,건대점,Tech/Startup/SaaS
marketing@innorules.com,,,,,(주)이노룰스,서울특별시 송파구 법원로6길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,133.0,https://www.innorules.com,건대점,Tech/Startup/SaaS
info@cnfsystem.co.kr,,,,,씨앤에프시스템(주),서울특별시 송파구 법원로11길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,129.0,http://www.cnfsystem.co.kr,건대점,Tech/Startup/SaaS
,,,,,（주）시큐레이어,서울특별시 성동구 성수일로4길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,128.0,https://weseb.com,건대점,Tech/Startup/SaaS
manager@coasiasemi.com,,,,,주식회사 코아시아세미(CoAsia SEMI Corporation),경기도 화성시 동탄첨단산업1로,기타 반도체 소자 제조업,Manufacturing/Industrial Ops,117.0,http://www.coasiasemi.com,건대점,Manufacturing/Industrial Ops
,,,,,주식회사에누마코리아,서울특별시 성동구 뚝섬로1나길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,117.0,https://career.axzcorp.com,건대점,Tech/Startup/SaaS
zenius@brainz.co.kr,help@brainz.co.kr,help@brainz.co,zsales@brainz.co.kr,,브레인즈컴퍼니 주식회사,서울특별시 성동구 성수이로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,116.0,https://www.brainz.co.kr,건대점,Tech/Startup/SaaS
,,,,,주식회사커머스웨어,서울특별시 성동구 광나루로8길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,115.0,https://weseb.com,건대점,Tech/Startup/SaaS
info@nexpa.co.kr,,,,,주식회사넥스파시스템,서울특별시 송파구 백제고분로,물질 검사  측정 및 분석 기구 제조업,Manufacturing/Industrial Ops,114.0,http://www.nexpa.co.kr,건대점,Manufacturing/Industrial Ops
,,,,,(주)필라웨어,서울특별시 성동구 성수이로7길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,113.0,http://m.maybugs.com,건대점,Tech/Startup/SaaS
biz@enki.co.kr,,,,,주식회사 엔키화이트햇,서울특별시 송파구 송파대로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,107.0,https://enki.co.kr,건대점,Tech/Startup/SaaS
,,,,,(주)모아소프트,서울특별시 송파구 오금로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,107.0,https://bbs.ruliweb.com,건대점,Tech/Startup/SaaS
mhw@hanssak.co.kr,tech@hanssak.co.kr,sji@hanssak.co.kr,,,(주)한싹,서울특별시 강동구 고덕비즈밸리로2가길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,105.0,https://www.hanssak.co.kr,건대점,Tech/Startup/SaaS
,,,,,(주)코스모진텍,서울특별시 성동구 성수이로10길,물질 검사  측정 및 분석 기구 제조업,Manufacturing/Industrial Ops,102.0,http://www.cosmogenetech.com,건대점,Manufacturing/Industrial Ops
info@pxd.co.kr,job@pxd.co.kr,,,,(주)피엑스디,서울특별시 성동구 성수이로20길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,102.0,https://pxd.co.kr,건대점,Tech/Startup/SaaS
consulting@e8ight.co.kr,,,,,이에이트 주식회사,서울특별시 송파구 올림픽로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,98.0,https://e8ight.co.kr,건대점,Tech/Startup/SaaS
info@itenjoy.co.kr,,,,,(주)세송아이티,서울특별시 성동구 성수일로4길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,97.0,http://www.itenjoy.co.kr,건대점,Tech/Startup/SaaS
sales@nethru.co.kr,,,,,넷스루(주),서울특별시 성동구 광나루로8길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,96.0,https://www.nethru.co.kr,건대점,Tech/Startup/SaaS
,,,,,한광전기공업(주),서울특별시 성동구 아차산로,배전반 및 전기 자동제어반 제조업,Manufacturing/Industrial Ops,94.0,https://weseb.com,건대점,Manufacturing/Industrial Ops
contactus@3top.co.kr,,,,,(주) 쓰리탑,서울특별시 성동구 뚝섬로1길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,94.0,http://www.3top.co.kr,건대점,Tech/Startup/SaaS
info@doflab.com,,,,,주식회사 디오에프,서울특별시 성동구 성수일로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,93.0,https://www.doflab.com,건대점,Tech/Startup/SaaS
,,,,,주식회사 유엔파인,서울특별시 성동구 연무장5가길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,91.0,https://weseb.com,건대점,Tech/Startup/SaaS
mappers-biz@mappers.kr,atlanmkt@mappers.kr,atlansmart@mappers.kr,,,(주)맵퍼스,서울특별시 송파구 오금로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,91.0,https://www.mappers.kr,건대점,Tech/Startup/SaaS
kkpark@onandon.co.kr,,,,,(주)온앤온정보시스템,서울특별시 강동구 양재대로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,90.0,http://onandon.co.kr,건대점,Tech/Startup/SaaS
funzin@funzin.co.kr,,,,,(주)펀진,서울특별시 성동구 연무장5가길,컴퓨터 제조업,Manufacturing/Industrial Ops,89.0,https://www.funzin.co.kr,건대점,Manufacturing/Industrial Ops
,,,,,주식회사 붐잇게임즈,서울특별시 송파구 중대로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,89.0,https://thewiki.kr,건대점,Tech/Startup/SaaS
info@ymx.co.kr,,,,,주식회사 와이엠엑스,서울특별시 성동구 성수일로4길,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,89.0,https://ymx.co.kr,건대점,Tech/Startup/SaaS
,,,,,한영시스텍주식회사,서울특별시 송파구 송파대로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,88.0,https://career.axzcorp.com,건대점,Tech/Startup/SaaS
info@wizbase.co.kr,,,,,(주)위즈베이스,서울특별시 성동구 성수이로7길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,86.0,http://www.wizbase.co.kr,건대점,Tech/Startup/SaaS
nmp@nmp-corp.com,,,,,주식회사엔미디어플랫폼,서울특별시 송파구 법원로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,82.0,http://www.nmp-corp.com,건대점,Tech/Startup/SaaS
info@kyongbo.co.kr,,,,,경보전기(주),서울특별시 성동구 성수일로12가길,배전반 및 전기 자동제어반 제조업,Manufacturing/Industrial Ops,81.0,https://www.kyongbo.co.kr,건대점,Manufacturing/Industrial Ops
,,,,,어썸엔터테인먼트주식회사,서울특별시 성동구 연무장5가길,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,81.0,https://dduri.co.kr,건대점,Tech/Startup/SaaS
,,,,,카페스 주식회사,서울특별시 송파구 삼학사로,전동기 및 발전기 제조업,Manufacturing/Industrial Ops,80.0,https://2102change11.rank365.co.kr,건대점,Manufacturing/Industrial Ops
,,,,,(주)코아뱅크,서울특별시 송파구 백제고분로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,80.0,https://www.kebhana.com,건대점,Tech/Startup/SaaS
marketing@nexg.net,,,,,주식회사 케이엑스넥스지,서울특별시 강동구 고덕비즈밸리로6길,컴퓨터 제조업,Manufacturing/Industrial Ops,77.0,https://www.nexg.net,건대점,Manufacturing/Industrial Ops
,,,,,주식회사휴비즈(hyubizCo. Ltd),서울특별시 성동구 아차산로17길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,77.0,https://www.crossdesign.co.kr,건대점,Tech/Startup/SaaS
contact@m2soft.co.kr,,,,,(주)엠투소프트,서울특별시 성동구 성수이로7길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,77.0,http://www.m2soft.co.kr,건대점,Tech/Startup/SaaS
hspark@coasia.com,sales@coasianexell.com,sean.joo@coasia.com,,,(주)코아시아넥셀,서울특별시 송파구 정의로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,77.0,http://www.nexell.co.kr,건대점,Tech/Startup/SaaS
phanquanganh@vnu.edu.vn,,,,,(주)오프비트,서울특별시 강남구 테헤란로4길,기타 게임 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,77.0,https://www.gamegeneration.or.kr,건대점,Tech/Startup/SaaS
,,,,,(주)씨브이네트,서울특별시 송파구 송파대로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,75.0,https://weseb.com,건대점,Tech/Startup/SaaS
info@kh-kmc.co.kr,,,,,(주)경희매니지먼트컴퍼니,서울특별시 동대문구 경희대로3길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,75.0,http://kh-kmc.co.kr,건대점,Tech/Startup/SaaS
info@gtsoft.co.kr,,,,,주식회사지티이노비젼(GTINOVISIONCo. Ltd.),서울특별시 성동구 상원1길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,75.0,http://www.gtsoft.co.kr,건대점,Tech/Startup/SaaS
,,,,,글로리아항공(주),서울특별시 동대문구 왕산로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,74.0,https://www.kac.sc.kr,건대점,Tech/Startup/SaaS
,,,,,（주）에버원소프트,서울특별시 송파구 송파대로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,74.0,https://weseb.com,건대점,Tech/Startup/SaaS
info@sinsiway.com,,,,,주식회사신시웨이,서울특별시 송파구 법원로9길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,74.0,https://www.sinsiway.com,건대점,Tech/Startup/SaaS
,,,,,(주)유니파이,서울특별시 성동구 광나루로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,73.0,https://www.clien.net,건대점,Tech/Startup/SaaS
info@aromit.com,,,,,(주)아롬정보기술,서울특별시 성동구 성수이로20길,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,73.0,http://aromit.com,건대점,Tech/Startup/SaaS
tft_biz@haezoom.com,service@haezoom.com,,,,주식회사 해줌,서울특별시 송파구 법원로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,73.0,https://haezoom.com,건대점,Tech/Startup/SaaS
info@namukorea.com,,,,,(주)나무커뮤니케이션,서울특별시 송파구 중대로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,72.0,https://www.namukorea.com,건대점,Tech/Startup/SaaS
,,,,,(주)하이테커,서울특별시 성동구 상원12길,시스템 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,69.0,https://weseb.com,건대점,Tech/Startup/SaaS
,,,,,주식회사 에이아이에프솔루션,서울특별시 성동구 성수이로7길,시스템 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,68.0,https://bizno.net,건대점,Tech/Startup/SaaS
info@skelectlink.co.kr,,,,,에스케이일렉링크 주식회사,서울특별시 송파구 올림픽로,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,66.0,https://skelectlink.co.kr,건대점,Tech/Startup/SaaS
pg_help@korpay.com,rm@korpay.com,privacy@korpay.com,,,주식회사 코페이,서울특별시 성동구 성수일로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,66.0,https://www.korpay.com,건대점,Tech/Startup/SaaS
contact@latisglobal.com,,,,,(주)라티스글로벌커뮤니케이션스,서울특별시 송파구 삼학사로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,66.0,https://latisglobal.com,건대점,Tech/Startup/SaaS
,,,,,(주)버텍스아이디,서울특별시 송파구 송이로,컴퓨터 제조업,Manufacturing/Industrial Ops,65.0,https://a5525thu54.gsndfc.co.kr,건대점,Manufacturing/Industrial Ops
,,,,,유미어스주식회사,서울특별시 성동구 성수이로10길,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,65.0,https://weseb.com,건대점,Tech/Startup/SaaS
info@sebangtec.co.kr,,,,,(주)세방테크,서울특별시 송파구 법원로,유선 통신장비 제조업,Manufacturing/Industrial Ops,64.0,http://www.sebangtec.co.kr,건대점,Manufacturing/Industrial Ops
info@newitech.co.kr,,,,,뉴아이텍주식회사,서울특별시 송파구 위례성대로,컴퓨터 제조업,Manufacturing/Industrial Ops,64.0,http://www.newitech.co.kr,건대점,Manufacturing/Industrial Ops
abc@hectonproject.com,,,,,헥톤프로젝트,서울특별시 성동구 왕십리로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,64.0,https://www.hectonproject.com,건대점,Tech/Startup/SaaS
,,,,,주식회사 코리아포트원,서울특별시 성동구 성수이로20길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,63.0,https://2102change.rank365.co.kr,건대점,Tech/Startup/SaaS
re100@enlighten.kr,u003esuccess@enlighten.kr,rtu@enlighten.kr,,,엔라이튼 주식회사,서울특별시 송파구 올림픽로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,63.0,https://www.enlighten.kr,건대점,Tech/Startup/SaaS
,,,,,（주）트리노테크놀로지,서울특별시 송파구 송파대로,기타 반도체 소자 제조업,Manufacturing/Industrial Ops,62.0,https://weseb.com,건대점,Manufacturing/Industrial Ops
help.notice@kakaocorp.com,,,,,주식회사써티웨어,서울특별시 송파구 법원로11길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,62.0,https://brunch.co.kr,건대점,Tech/Startup/SaaS
service@neubility.co.kr,info@neubility.co.kr,,,,주식회사뉴빌리티,서울특별시 성동구 왕십리로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,61.0,https://www.neubility.co.kr,건대점,Tech/Startup/SaaS
,,,,,(주)이포즌,서울특별시 성동구 상원1길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,61.0,https://www.theteams.kr,건대점,Tech/Startup/SaaS
info@charancha.com,,,,,차란차 주식회사,서울특별시 동대문구 천호대로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,61.0,https://charancha.com,건대점,Tech/Startup/SaaS
,,,,,(주)더그리트,서울특별시 송파구 법원로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,61.0,https://career.axzcorp.com,건대점,Tech/Startup/SaaS
,,,,,（주）발맥스기술,서울특별시 송파구 올림픽로,유압 기기 제조업,Manufacturing/Industrial Ops,60.0,https://weseb.com,건대점,Manufacturing/Industrial Ops
info@titeng.co.kr,,,,,티아이티이엔지(주),서울특별시 송파구 중대로,사무용 기계 및 장비 제조업,Manufacturing/Industrial Ops,60.0,http://www.titeng.co.kr,건대점,Manufacturing/Industrial Ops
,,,,,주식회사다인정보기술,서울특별시 성동구 성수일로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,60.0,https://weseb.com,건대점,Tech/Startup/SaaS
,,,,,주식회사 하우저,서울특별시 성동구 성수이로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,59.0,https://gall.dcinside.com,건대점,Tech/Startup/SaaS
,,,,,(주)임픽스,서울특별시 동대문구 천호대로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,59.0,https://weseb.com,건대점,Tech/Startup/SaaS
info@freet.co.kr,,,,,(주)프리텔레콤,서울특별시 성동구 성수이로22길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,59.0,https://www.freet.co.kr,건대점,Tech/Startup/SaaS
,,,,,엔피서비스 주식회사,서울특별시 송파구 백제고분로,유선 통신장비 제조업,Manufacturing/Industrial Ops,58.0,https://weseb.com,건대점,Manufacturing/Industrial Ops
flag@shuvic.co.kr,,,,,주식회사 슈빅,서울특별시 성동구 아차산로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,58.0,https://diamondflag.co.kr,건대점,Tech/Startup/SaaS
,,,,,(주)예스씨앤씨,서울특별시 성동구 성수일로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,58.0,https://richlori1.com,건대점,Tech/Startup/SaaS
,,,,,(주)리스크제로,서울특별시 성동구 성수일로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,58.0,https://bbs.ruliweb.com,건대점,Tech/Startup/SaaS
,,,,,루키스(주),서울특별시 성동구 성수일로4길,유선 통신장비 제조업,Manufacturing/Industrial Ops,56.0,https://weseb.com,건대점,Manufacturing/Industrial Ops
help.notice@kakaocorp.com,,,,,주식회사에이아이스페라,서울특별시 성동구 연무장5가길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,56.0,https://brunch.co.kr,건대점,Tech/Startup/SaaS
sales@novitec.co.kr,,,,,주식회사 노비텍,서울특별시 송파구 송파대로,물질 검사  측정 및 분석 기구 제조업,Manufacturing/Industrial Ops,55.0,https://www.novitec.co.kr,건대점,Manufacturing/Industrial Ops
hanaguna@ds-etrade.co.kr,,,,,주식회사디에스이트레이드,서울특별시 송파구 법원로11길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,55.0,http://www.ds-etrade.co.kr,건대점,Tech/Startup/SaaS
