지점,account_name,industry_name,new_cluster,address_road,employee_count,found_website,emails
건대,주식회사 엘아이지홈앤밀,상품 종합 도매업,Logistics/Trading,서울특별시 성동구 성수일로12길,254.0,https://www.lighnm.kr,hnm.mkt@lig.kr
건대,크리스피드(주),응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로11길,254.0,https://www.theteams.kr,
건대,경희대학교산학협력단,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 동대문구 경희대로,253.0,https://research.khu.ac.kr,oek8524@khu.ac.kr; sti2025@estmice.co.kr; eysong@khu.ac.kr
건대,(주)태조엔지니어링,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 백제고분로,247.0,http://www.teso.co.kr,
건대,(주)와이즈스톤티,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 오금로13길,243.0,https://thewiki.kr,
건대,한패스 주식회사,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 아차산로,243.0,https://www.hanpass.com,abcd@domain.com; contact@hanpass.com
건대,리파인 주식회사,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 송파구 송파대로49길,238.0,https://www.refine.co.kr,
건대,(주)아이패밀리에스씨,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 동남로,237.0,https://www.ifamily.co.kr,ifamily@ifamilysc.co.kr
건대,(주)이앤에스,화물 운송 중개  대리 및 관련 서비스업,Logistics/Trading,서울특별시 송파구 법원로11길,235.0,https://weseb.com,
건대,주식회사넌럭셔리어스컴퍼니,상품 종합 도매업,Logistics/Trading,서울특별시 송파구 백제고분로,233.0,https://stockcatcher.co.kr,
건대,한방유비스(주),건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 성동구 성수일로,225.0,http://www.kfubis.co.kr,kfpe1119@kfubis.com
건대,유코카캐리어스주식회사,외항 화물 운송업,Logistics/Trading,서울특별시 송파구 올림픽로,220.0,https://www.eukor.com,
건대,서울경기양돈축산업협동조합,신용조합,Finance/Investment,서울특별시 강동구 상암로,211.0,https://weseb.com,
건대,(주)시너지컨설팅,경영 컨설팅업,Consulting/Professional Service,서울특별시 성동구 왕십리로24나길,206.0,http://www.thesynergy.co.kr,ngine@thesynergy.co.kr; cs@thesynergy.co.kr
건대,한국지역난방기술(주),기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로,202.0,https://www.kdhec.com,
건대,주식회사 페코텍,기타 반도체 소자 제조업,Manufacturing/Industrial Ops,서울특별시 성동구 동일로,202.0,https://2102change.rank365.co.kr,
건대,티에이치파트너스 주식회사,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 삼전로,201.0,https://career.axzcorp.com,careers@axzcorp.com
건대,한국보건의료연구원,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 광진구 능동로,196.0,https://www.neca.re.kr,
건대,111퍼센트 주식회사,시각 디자인업,Media/Entertain/Production,서울특별시 성동구 성수이로16길,194.0,https://www.gimhae.go.kr,logo@2x.png; f_logo@2x.png; foot_logo@2x.png
건대,송파농업협동조합,신용조합,Finance/Investment,서울특별시 송파구 송파대로,193.0,https://songpa.nonghyup.com,
건대,(주)마키노차야,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 송파대로,188.0,https://www.makinochaya.co.kr,
건대,（주）타임게이트,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 아차산로,187.0,https://www.diningcode.com,
건대,주식회사원티드랩,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 올림픽로,185.0,https://www.startupn.kr,
건대,슈퍼센트 주식회사,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 올림픽로,184.0,https://www.inven.co.kr,help@inven.co.kr
건대,(주)전인씨엠건축사사무소,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 백제고분로17길,183.0,http://www.jiarc.com,
건대,(주)하우드엔지니어링종합건축사사무소,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 위례성대로22길,182.0,https://www.biztop.co.kr,
건대,(주)에스엠컬처앤콘텐츠 광고사업부문,광고 대행업,Media/Entertain/Production,서울특별시 성동구 왕십리로,182.0,https://weseb.com,
건대,대현회계법인,세무사업,Consulting/Professional Service,서울특별시 광진구 능동로,181.0,https://www.daehyuncpas.co.kr,
건대,주식회사 스마트스코어,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 송파구 정의로,181.0,https://www.smartscore.kr,
건대,(주)엑스퍼트컨설팅,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 중대로,179.0,https://www.exc.co.kr,help@exc.co.kr
건대,(주)경포씨엔씨,컴퓨터 제조업,Manufacturing/Industrial Ops,서울특별시 성동구 성수일로12길,177.0,https://www.114.co.kr,
건대,주식회사 두핸즈,광고 대행업,Media/Entertain/Production,서울특별시 성동구 왕십리로,174.0,https://dohands.com,
건대,주식회사솔트룩스,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 올림픽로35길,174.0,https://www.saltlux.com,
건대,주식회사베어로보틱스코리아,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 성동구 성수일로,172.0,https://www.superookie.com,
건대,주식회사 장민이엔씨,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 충민로,169.0,https://www.theteams.kr,
건대,바이탈에어코리아(주),의료 기기 도매업,Healthcare/Pharma,서울특별시 송파구 충민로,169.0,https://www.theteams.kr,
건대,주식회사 에스티에이테스팅컨설팅,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 광진구 자양강변길,167.0,https://www.sta.co.kr,edu@sta.co.kr; sales@sta.co.kr; sta@sta.co.kr
건대,한국다케다제약주식회사,상품 종합 도매업,Logistics/Trading,서울특별시 송파구 올림픽로,166.0,https://www.takeda.com,Media_Relations@takeda.com; virginiaamann@ententeinc.com; cdavis@lifesciadvisors.com)\n\n+1
건대,주식회사 에이프로젠바이오로직스,완제 의약품 제조업,Healthcare/Pharma,서울특별시 송파구 백제고분로,163.0,http://www.aprogen-biologics.com,
건대,주식회사 모디엠,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로4길,163.0,http://www.modim.co.kr,
건대,(주)에스엠케이티앤아이,상품 종합 도매업,Logistics/Trading,서울특별시 송파구 올림픽로35길,162.0,https://www.sportsseoul.com,swiper@4.5.1.min.js; jquery@1.11.1.min.js
건대,(주)태성에스엔이,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로7길,160.0,https://www.tsne.co.kr,
건대,재단법인 성동문화재단,공연 기획업,Media/Entertain/Production,서울특별시 성동구 고산자로10길,159.0,https://www.mimint.co.kr,master@mimint.co.kr
건대,주식회사 맨텍솔루션,시스템 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로4길,154.0,https://www.mantech.co.kr,cs@mantech.co.kr; info@mantech.co.kr
건대,(주)유니온바이오메트릭스,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로,154.0,https://weseb.com,
건대,기산전자(주),유선 통신장비 제조업,Manufacturing/Industrial Ops,서울특별시 성동구 성수이로20길,151.0,https://www.crossdesign.co.kr,master@crossdesign.co.kr
건대,대상정보기술(주),응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 광진구 천호대로,151.0,https://www.daesangit.com,
건대,메틀러토레도코리아(주),상품 종합 도매업,Logistics/Trading,서울특별시 송파구 송파대로,150.0,https://www.mt.com,
건대,주식회사플그림,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 연무장5가길,150.0,https://2102change.rank365.co.kr,
건대,동서울농업협동조합,국내은행,Finance/Investment,서울특별시 중랑구 망우로,148.0,https://dongseoul.nonghyup.com,
건대,주식회사 디쉐어,경영 컨설팅업,Consulting/Professional Service,서울특별시 성동구 성수일로12길,147.0,https://bizno.net,
건대,중앙농업협동조합,국내은행,Finance/Investment,서울특별시 광진구 뚝섬로,147.0,https://sjanh.nonghyup.com,
건대,지수회계법인,공인회계사업,Consulting/Professional Service,서울특별시 송파구 법원로,146.0,https://webzine.kicpa.or.kr,
건대,(주)쿠프마케팅,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로10길,146.0,https://www.coopnc.com,
건대,(주)대유넥스티어,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 상원12길,146.0,https://www.life114.co.kr,
건대,건아정보기술주식회사,기타 반도체 소자 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 올림픽로,144.0,https://www.keona.co.kr,
건대,테라다인코리아 유한회사,상품 종합 도매업,Logistics/Trading,서울특별시 송파구 송파대로,143.0,https://career.axzcorp.com,careers@axzcorp.com
건대,건흥전기(주),배전반 및 전기 자동제어반 제조업,Manufacturing/Industrial Ops,서울특별시 동대문구 한천로,143.0,http://www.koino.com,Salesdept@koino.co.kr
건대,주식회사올투딜리셔스,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 법원로8길,142.0,https://weseb.com,
건대,(주)어빌리티시스템즈,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,서울특별시 송파구 송파대로,142.0,http://www.abilsys.com,abilitysystems@goability.co.kr
건대,(주)휴먼텍코리아엔지니어링건축사사무소,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로,139.0,http://www.humanteceng.co.kr,
건대,(주)제이에스앤뉴,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 올림픽로,139.0,https://career.axzcorp.com,careers@axzcorp.com
건대,주식회사레시피그룹（recipegroupco．，ltd）,광고 대행업,Media/Entertain/Production,서울특별시 성동구 성수일로10길,138.0,https://weseb.com,
건대,(주)범씨엠건축사사무소,건축 설계 및 관련 서비스업(건축사),Consulting/Professional Service,서울특별시 송파구 송파대로,137.0,http://www.baumcm.co.kr,
건대,닥터블릿헬스케어 주식회사,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 뚝섬로1길,137.0,https://www.biztop.co.kr,
건대,(주)아스템즈,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 광진구 광나루로56길,134.0,https://www.astems.co.kr,
건대,주식회사블루엘리펀트,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 아차산로5길,134.0,https://www.kmib.co.kr,
건대,주식회사 인포젠,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 강동구 고덕비즈밸리로,133.0,https://5105egg15.rank365.co.kr,
건대,(주)이노룰스,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로6길,133.0,https://www.innorules.com,
건대,서울강동농업협동조합,신용조합,Finance/Investment,서울특별시 강동구 구천면로,132.0,https://kdnh.nonghyup.com,
건대,씨앤에프시스템(주),응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로11길,129.0,http://www.cnfsystem.co.kr,
건대,(주)한국시설안전연구원,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 성동구 왕십리로,128.0,https://www.whitepaper.co.kr,support@dable.io; white@whitepaper.co.kr
건대,（주）시큐레이어,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로4길,128.0,https://weseb.com,
건대,주식회사어센틱금융그룹,보험 대리 및 중개업,Finance/Investment,서울특별시 성동구 성수일로6길,126.0,https://theking.ggudol.com,
건대,주식회사 아른,상품 종합 도매업,Logistics/Trading,서울특별시 성동구 아차산로11길,126.0,https://thewiki.kr,
건대,(주)브랜드501,화장품 및 화장용품 도매업,Logistics/Trading,서울특별시 성동구 아차산로9길,125.0,http://brand501.com,brand501@brand501.com
건대,피앤피화재특종손해사정(주),손해 사정업,Consulting/Professional Service,서울특별시 성동구 왕십리로,124.0,https://www.biztop.co.kr,
건대,（주）버즈빌,광고 대행업,Media/Entertain/Production,서울특별시 송파구 석촌호수로,122.0,https://www.theteams.kr,
건대,(주) 범건축종합건축사사무소,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 송파대로,121.0,http://www.baum.co.kr,baum@baum.co.kr; recruit@baum.co.kr
건대,플랜비손해사정앤컨설팅주식회사,손해 사정업,Consulting/Professional Service,서울특별시 성동구 연무장5길,121.0,http://www.planbnc.com,8c4075d5481d476e945486754f783364@sentry.io
건대,(주) 위드컴,상품 종합 도매업,Logistics/Trading,서울특별시 송파구 백제고분로,117.0,http://withc.kr,
건대,주식회사 코아시아세미(CoAsia SEMI Corporation),기타 반도체 소자 제조업,Manufacturing/Industrial Ops,경기도 화성시 동탄첨단산업1로,117.0,http://www.coasiasemi.com,manager@coasiasemi.com
건대,사단법인기후솔루션,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 성동구 뚝섬로1나길,117.0,https://www.whitepaper.co.kr,support@dable.io; white@whitepaper.co.kr
건대,주식회사에누마코리아,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 뚝섬로1나길,117.0,https://career.axzcorp.com,careers@axzcorp.com
건대,브레인즈컴퍼니 주식회사,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로,116.0,https://www.brainz.co.kr,
건대,한국국제보건의료재단,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 광진구 능동로,115.0,https://www.invione.com,
건대,주식회사커머스웨어,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 광나루로8길,115.0,https://weseb.com,
건대,주식회사넥스파시스템,물질 검사  측정 및 분석 기구 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 백제고분로,114.0,http://www.nexpa.co.kr,
건대,(주)필라웨어,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로7길,113.0,http://m.maybugs.com,
건대,(주)동원헬스케어,의약품 도매업,Healthcare/Pharma,서울특별시 강동구 상일로,111.0,https://www.dwpw.co.kr,
건대,(주)진엔지니어링건축사사무소,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 성동구 아차산로17길,110.0,https://skinnara.co.kr,
건대,이엔셀주식회사,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 송파구 송파대로,109.0,https://www.encellinc.com,
건대,주식회사 엔키화이트햇,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 송파대로,107.0,https://enki.co.kr,biz@enki.co.kr
건대,(주)모아소프트,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 오금로,107.0,https://bbs.ruliweb.com,
건대,에스지바이오사이언스 주식회사,의약품 도매업,Healthcare/Pharma,서울특별시 동대문구 답십리로,106.0,https://www.fmkorea.com,help@fmkorea.com
건대,(주)한빛엔지니어링건축사사무소,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로,105.0,https://www.biztop.co.kr,
건대,(주)한싹,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 강동구 고덕비즈밸리로2가길,105.0,https://www.hanssak.co.kr,mhw@hanssak.co.kr; tech@hanssak.co.kr; sji@hanssak.co.kr
건대,프라임에셋(주),보험 대리 및 중개업,Finance/Investment,서울특별시 광진구 아차산로,104.0,https://www.primeasset.kr,
건대,큐렉소(주),의료 기기 도매업,Healthcare/Pharma,서울특별시 송파구 위례순환로,104.0,https://www.curexo.com,
건대,주식회사웰브릿지,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 올림픽로,103.0,http://www.wellbridge.co.kr,
건대,케이지손해사정서비스주식회사,손해 사정업,Consulting/Professional Service,서울특별시 성동구 성수이로,103.0,https://skinnara.co.kr,
건대,주식회사 태인로지스,경영 컨설팅업,Consulting/Professional Service,서울특별시 성동구 광나루로,102.0,https://weseb.com,
건대,(주)코스모진텍,물질 검사  측정 및 분석 기구 제조업,Manufacturing/Industrial Ops,서울특별시 성동구 성수이로10길,102.0,http://www.cosmogenetech.com,
건대,(주)피엑스디,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로20길,102.0,https://pxd.co.kr,info@pxd.co.kr; job@pxd.co.kr
건대,（주）에스엠브랜드마케팅,경영 컨설팅업,Consulting/Professional Service,서울특별시 성동구 왕십리로,100.0,https://www.biztop.co.kr,
건대,(주)한국젬스,상품 종합 도매업,Logistics/Trading,서울특별시 광진구 천호대로,100.0,http://www.gemskorea.com,hjseo@gemskorea.com; kjsung@gemskorea.com; parkjy@gemskorea.com
건대,(주)마더브레인,광고 대행업,Media/Entertain/Production,서울특별시 성동구 연무장5길,100.0,http://www.motherbrain.co.kr,job-manager@motherbrain.co.kr; contact@motherbrain.co.kr
건대,(주)하이랜드푸드,상품 종합 도매업,Logistics/Trading,서울특별시 강동구 풍성로,98.0,https://skinnara.co.kr,
건대,이에이트 주식회사,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 송파구 올림픽로,98.0,https://e8ight.co.kr,consulting@e8ight.co.kr
건대,주식회사 엠지알브이,경영 컨설팅업,Consulting/Professional Service,서울특별시 성동구 왕십리로,97.0,https://career.axzcorp.com,careers@axzcorp.com
건대,(주)세송아이티,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로4길,97.0,http://www.itenjoy.co.kr,
